TrH2_TrispH2_004461-RA	HoiH23_PlH23_009112-RA
TrH2_TrispH2_010680	HoiH23_PlH23_008451
HoiH23_PlH23_009650	TrH2_TrispH2_004204
HoiH23_PlH23_009650	Hhon_g10252.t1
HoiH23_PlH23_009650	Tadh_TriadG52891
Tadh_TriadG52891	TrH2_TrispH2_004204
Tadh_TriadG52891	Hhon_g10252.t1
Hhon_g10252.t1	TrH2_TrispH2_004204
Hhon_g10260.t1	TrH2_TrispH2_002971
HoiH23_PlH23_008902	TrH2_TrispH2_002971
HoiH23_PlH23_008902	Hhon_g10260.t1
Tadh_TriadG60464	TrH2_TrispH2_002971
Tadh_TriadG60464	Hhon_g10260.t1
Tadh_TriadG60464	HoiH23_PlH23_008902
Tadh_TriadG60469	TrH2_TrispH2_002976
Tadh_TriadG60469	Hhon_g10263.t1
Hhon_g10263.t1	TrH2_TrispH2_002976
HoiH23_PlH23_010218	TrH2_TrispH2_002976
HoiH23_PlH23_010218	Hhon_g10263.t1
HoiH23_PlH23_010218	Tadh_TriadG60469
HoiH23_PlH23_010220	TrH2_TrispH2_002979
HoiH23_PlH23_010220	Hhon_g10265.t1
HoiH23_PlH23_010220	Tadh_TriadG60471
Hhon_g10265.t1	TrH2_TrispH2_002979
Tadh_TriadG60471	TrH2_TrispH2_002979
Tadh_TriadG60471	Hhon_g10265.t1
Hhon_g10270.t1	HoiH23_PlH23_008505
Hhon_g10270.t1	TrH2_TrispH2_008144
Tadh_TriadG51271	Hhon_g10270.t1
Tadh_TriadG51271	HoiH23_PlH23_008505
Tadh_TriadG51271	Hhon_g10271.t1
Tadh_TriadG51271	TrH2_TrispH2_008144
Hhon_g10271.t1	TrH2_TrispH2_008144
TrH2_TrispH2_008144	HoiH23_PlH23_008505
TrH2_TrispH2_008148	HoiH23_PlH23_008501
Hhon_g10274.t1	HoiH23_PlH23_008501
Hhon_g10274.t1	TrH2_TrispH2_008148
Tadh_TriadG63161	HoiH23_PlH23_008501
Tadh_TriadG63161	TrH2_TrispH2_008148
Tadh_TriadG63161	Hhon_g10274.t1
TrH2_TrispH2_006711	HoiH23_PlH23_010108
Hhon_g10279.t1	HoiH23_PlH23_010108
Hhon_g10279.t1	TrH2_TrispH2_006711
Tadh_TriadG51280	HoiH23_PlH23_010108
Tadh_TriadG51280	TrH2_TrispH2_006711
Tadh_TriadG51280	Hhon_g10279.t1
Hhon_g10281.t1	TrH2_TrispH2_006713
Tadh_TriadG18459	HoiH23_PlH23_010106
Tadh_TriadG18459	TrH2_TrispH2_006714
Tadh_TriadG18459	Hhon_g10282.t1
TrH2_TrispH2_006714	HoiH23_PlH23_010106
Hhon_g10282.t1	HoiH23_PlH23_010106
Hhon_g10282.t1	TrH2_TrispH2_006714
HoiH23_PlH23_009478	TrH2_TrispH2_006720
HoiH23_PlH23_009478	Hhon_g10287.t1
HoiH23_PlH23_009478	Tadh_TriadG51288
Hhon_g10287.t1	TrH2_TrispH2_006720
Tadh_TriadG51288	TrH2_TrispH2_006720
Tadh_TriadG51288	Hhon_g10287.t1
Tadh_TriadG19119	TrH2_TrispH2_006721
Tadh_TriadG19119	Hhon_g10288.t1
HoiH23_PlH23_009477	Tadh_TriadG19119
HoiH23_PlH23_009477	TrH2_TrispH2_006721
HoiH23_PlH23_009477	Hhon_g10288.t1
Hhon_g10288.t1	TrH2_TrispH2_006721
Hhon_g10297.t1	TrH2_TrispH2_004452
HoiH23_PlH23_001728	TrH2_TrispH2_004452
HoiH23_PlH23_001728	Hhon_g10297.t1
HoiH23_PlH23_001728	Tadh_TriadG55521
Tadh_TriadG55521	TrH2_TrispH2_004452
Tadh_TriadG55521	Hhon_g10297.t1
Tadh_TriadG24039	TrH2_TrispH2_003785
Tadh_TriadG24039	Hhon_g10301.t1
HoiH23_PlH23_001723	TrH2_TrispH2_003785
HoiH23_PlH23_001723	Hhon_g10301.t1
HoiH23_PlH23_001723	Tadh_TriadG24039
Hhon_g10301.t1	TrH2_TrispH2_003785
Hhon_g10303.t1	TrH2_TrispH2_003787
HoiH23_PlH23_001721	TrH2_TrispH2_003787
HoiH23_PlH23_001721	Hhon_g10303.t1
HoiH23_PlH23_001721	Tadh_TriadG55528
Tadh_TriadG55528	TrH2_TrispH2_003787
Tadh_TriadG55528	Hhon_g10303.t1
Hhon_g10305.t1	TrH2_TrispH2_003789
HoiH23_PlH23_001719	TrH2_TrispH2_003789
HoiH23_PlH23_001719	Hhon_g10305.t1
HoiH23_PlH23_001719	Tadh_TriadG55530
Tadh_TriadG55530	TrH2_TrispH2_003789
Tadh_TriadG55530	Hhon_g10305.t1
Tadh_TriadG55531	TrH2_TrispH2_003790
Tadh_TriadG55531	Hhon_g10306.t1
Hhon_g10306.t1	TrH2_TrispH2_003790
HoiH23_PlH23_001718	TrH2_TrispH2_003790
HoiH23_PlH23_001718	Hhon_g10306.t1
HoiH23_PlH23_001718	Tadh_TriadG55531
HoiH23_PlH23_001717	TrH2_TrispH2_003791
HoiH23_PlH23_001717	Hhon_g10307.t1
HoiH23_PlH23_001717	Tadh_TriadG55532
Tadh_TriadG55532	TrH2_TrispH2_003791
Tadh_TriadG55532	Hhon_g10307.t1
Hhon_g10307.t1	TrH2_TrispH2_003791
Hhon_g10309.t1	TrH2_TrispH2_005503
HoiH23_PlH23_006767	TrH2_TrispH2_005503
HoiH23_PlH23_006767	Hhon_g10309.t1
HoiH23_PlH23_006767	Tadh_TriadG24904
Tadh_TriadG24904	TrH2_TrispH2_005503
Tadh_TriadG24904	Hhon_g10309.t1
Tadh_TriadG56191	TrH2_TrispH2_005509
Tadh_TriadG56191	Hhon_g10315.t1
HoiH23_PlH23_006772	TrH2_TrispH2_005509
HoiH23_PlH23_006772	Hhon_g10315.t1
HoiH23_PlH23_006772	Tadh_TriadG56191
Hhon_g10315.t1	TrH2_TrispH2_005509
HoiH23_PlH23_006773	TrH2_TrispH2_005510
HoiH23_PlH23_006773	Hhon_g10316.t1
HoiH23_PlH23_006773	Tadh_TriadG25724
Hhon_g10316.t1	TrH2_TrispH2_005510
Tadh_TriadG25724	TrH2_TrispH2_005510
Tadh_TriadG25724	Hhon_g10316.t1
HoiH23_PlH23_007901	TrH2_TrispH2_005442
HoiH23_PlH23_007901	Hhon_g10342.t1
HoiH23_PlH23_007901	Tadh_TriadG57420
Hhon_g10342.t1	TrH2_TrispH2_005442
Tadh_TriadG57420	TrH2_TrispH2_005442
Tadh_TriadG57420	Hhon_g10342.t1
Tadh_TriadG57419	TrH2_TrispH2_005441
Tadh_TriadG57419	Hhon_g10343.t1
HoiH23_PlH23_007902	TrH2_TrispH2_005441
HoiH23_PlH23_007902	Hhon_g10343.t1
HoiH23_PlH23_007902	Tadh_TriadG57419
Hhon_g10343.t1	TrH2_TrispH2_005441
Tadh_TriadG36122	TrH2_TrispH2_005440
Tadh_TriadG36122	Hhon_g10346.t1
HoiH23_PlH23_007905	TrH2_TrispH2_005440
HoiH23_PlH23_007905	Hhon_g10346.t1
HoiH23_PlH23_007905	Tadh_TriadG36122
Hhon_g10346.t1	TrH2_TrispH2_005440
Tadh_TriadG56768	Hhon_g10357.t1
Tadh_TriadG56768	TrH2_TrispH2_010266
HoiH23_PlH23_008417	Tadh_TriadG56768
HoiH23_PlH23_008417	TrH2_TrispH2_010266
HoiH23_PlH23_008417	Hhon_g10357.t1
Hhon_g10357.t1	TrH2_TrispH2_010266
HoiH23_PlH23_008418	Hhon_g10356.t1
Tadh_TriadG56767	TrH2_TrispH2_010265
Tadh_TriadG56767	Hhon_g10358.t1
Hhon_g10358.t1	TrH2_TrispH2_010265
HoiH23_PlH23_008416	TrH2_TrispH2_010265
HoiH23_PlH23_008416	Hhon_g10358.t1
HoiH23_PlH23_008416	Tadh_TriadG56767
Hhon_g10359.t1	TrH2_TrispH2_010264
Tadh_TriadG50333	TrH2_TrispH2_010264
Tadh_TriadG50333	Hhon_g10359.t1
HoiH23_PlH23_008415	TrH2_TrispH2_010264
HoiH23_PlH23_008415	Hhon_g10359.t1
HoiH23_PlH23_008415	Tadh_TriadG50333
HoiH23_PlH23_008414	TrH2_TrispH2_010263
HoiH23_PlH23_008414	Hhon_g10360.t1
HoiH23_PlH23_008414	Tadh_TriadG56765
Tadh_TriadG56765	TrH2_TrispH2_010263
Tadh_TriadG56765	Hhon_g10360.t1
Hhon_g10360.t1	TrH2_TrispH2_010263
HoiH23_PlH23_006664	TrH2_TrispH2_009692
Tadh_TriadG25985	TrH2_TrispH2_009692
Tadh_TriadG25985	HoiH23_PlH23_006664
Tadh_TriadG25985	Hhon_g10373.t1
Hhon_g10373.t1	TrH2_TrispH2_009692
Hhon_g10373.t1	HoiH23_PlH23_006664
Tadh_TriadG29750	TrH2_TrispH2_010115
Tadh_TriadG29750	Hhon_g10381.t1
Hhon_g10381.t1	TrH2_TrispH2_010115
HoiH23_PlH23_006310	TrH2_TrispH2_010115
HoiH23_PlH23_006310	Hhon_g10381.t1
HoiH23_PlH23_006310	Tadh_TriadG29750
Hhon_g10383.t1	TrH2_TrispH2_010113
Tadh_TriadG64192	TrH2_TrispH2_010113
Tadh_TriadG64192	Hhon_g10383.t1
HoiH23_PlH23_006308	TrH2_TrispH2_010113
HoiH23_PlH23_006308	Hhon_g10383.t1
HoiH23_PlH23_006308	Tadh_TriadG64192
Hhon_g10384.t1	TrH2_TrispH2_010112
Tadh_TriadG29634	TrH2_TrispH2_010112
Tadh_TriadG29634	Hhon_g10384.t1
HoiH23_PlH23_006307	TrH2_TrispH2_010112
HoiH23_PlH23_006307	Hhon_g10384.t1
HoiH23_PlH23_006307	Tadh_TriadG29634
HoiH23_PlH23_006300	TrH2_TrispH2_010104
HoiH23_PlH23_006300	Hhon_g10391.t1
HoiH23_PlH23_006300	Tadh_TriadG59540
Hhon_g10391.t1	TrH2_TrispH2_010104
Tadh_TriadG59540	TrH2_TrispH2_010104
Tadh_TriadG59540	Hhon_g10391.t1
TrH2_TrispH2_007135	HoiH23_PlH23_002987
Hhon_g10398.t1	HoiH23_PlH23_002987
Hhon_g10398.t1	TrH2_TrispH2_007135
Hhon_g10404.t1	HoiH23_PlH23_002993
Hhon_g10404.t1	TrH2_TrispH2_007142
TrH2_TrispH2_007142	HoiH23_PlH23_002993
TrH2_TrispH2_007143	HoiH23_PlH23_002994
Hhon_g10405.t1	HoiH23_PlH23_002994
Hhon_g10405.t1	TrH2_TrispH2_007143
Hhon_g10407.t1	HoiH23_PlH23_002996
Hhon_g10407.t1	TrH2_TrispH2_007145
TrH2_TrispH2_007145	HoiH23_PlH23_002996
TrH2_TrispH2_007146	HoiH23_PlH23_002997
Hhon_g10408.t1	HoiH23_PlH23_002997
Hhon_g10408.t1	TrH2_TrispH2_007146
TrH2_TrispH2_007147	HoiH23_PlH23_002998
Hhon_g10409.t1	HoiH23_PlH23_002998
Hhon_g10409.t1	TrH2_TrispH2_007147
TrH2_TrispH2_008546	HoiH23_PlH23_002999
Hhon_g10410.t1	HoiH23_PlH23_002999
Hhon_g10410.t1	TrH2_TrispH2_008546
TrH2_TrispH2_008543	HoiH23_PlH23_003002
Hhon_g10413.t1	HoiH23_PlH23_003002
Hhon_g10413.t1	TrH2_TrispH2_008543
HoiH23_PlH23_008045	TrH2_TrispH2_011009
HoiH23_PlH23_008045	Hhon_g10455.t1
Hhon_g10455.t1	TrH2_TrispH2_011009
HoiH23_PlH23_008046	TrH2_TrispH2_011007
HoiH23_PlH23_008046	Hhon_g10456.t1
HoiH23_PlH23_008046	Tadh_TriadG61716
Tadh_TriadG61716	TrH2_TrispH2_011007
Tadh_TriadG61716	Hhon_g10456.t1
Hhon_g10456.t1	TrH2_TrispH2_011007
Tadh_TriadG16904	TrH2_TrispH2_011004
Tadh_TriadG16904	Hhon_g10458.t1
HoiH23_PlH23_008048	TrH2_TrispH2_011004
HoiH23_PlH23_008048	Hhon_g10458.t1
HoiH23_PlH23_008048	Tadh_TriadG16904
Hhon_g10458.t1	TrH2_TrispH2_011004
Hhon_g10462.t1	TrH2_TrispH2_008895
HoiH23_PlH23_008052	TrH2_TrispH2_008895
HoiH23_PlH23_008052	Hhon_g10462.t1
HoiH23_PlH23_008052	Tadh_TriadG61706
Tadh_TriadG61706	TrH2_TrispH2_008895
Tadh_TriadG61706	Hhon_g10462.t1
Tadh_TriadG64369	TrH2_TrispH2_008894
Tadh_TriadG64369	Hhon_g10463.t1
Hhon_g10463.t1	TrH2_TrispH2_008894
HoiH23_PlH23_008053	TrH2_TrispH2_008894
HoiH23_PlH23_008053	Hhon_g10463.t1
HoiH23_PlH23_008053	Tadh_TriadG64369
Hhon_g10474.t1	TrH2_TrispH2_002220
HoiH23_PlH23_002745	TrH2_TrispH2_002220
HoiH23_PlH23_002745	Hhon_g10474.t1
HoiH23_PlH23_002745	Tadh_TriadG63788
Tadh_TriadG63788	TrH2_TrispH2_002220
Tadh_TriadG63788	Hhon_g10474.t1
HoiH23_PlH23_002748	TrH2_TrispH2_002217
HoiH23_PlH23_002748	Hhon_g10478.t1
HoiH23_PlH23_002748	Tadh_TriadG22278
Hhon_g10478.t1	TrH2_TrispH2_002217
Tadh_TriadG22278	TrH2_TrispH2_002217
Tadh_TriadG22278	Hhon_g10478.t1
HoiH23_PlH23_010983	TrH2_TrispH2_002215
HoiH23_PlH23_010983	Hhon_g10480.t1
HoiH23_PlH23_010983	Tadh_TriadG50081
Hhon_g10480.t1	TrH2_TrispH2_002215
Tadh_TriadG50081	TrH2_TrispH2_002215
Tadh_TriadG50081	Hhon_g10480.t1
HoiH23_PlH23_010982	TrH2_TrispH2_002214
HoiH23_PlH23_010982	Hhon_g10481.t1
HoiH23_PlH23_010982	Tadh_TriadG54842
Tadh_TriadG54842	TrH2_TrispH2_002214
Tadh_TriadG54842	Hhon_g10481.t1
Hhon_g10481.t1	TrH2_TrispH2_002214
HoiH23_PlH23_010981	TrH2_TrispH2_002213
HoiH23_PlH23_010981	Hhon_g10482.t1
HoiH23_PlH23_010981	Tadh_TriadG54841
Tadh_TriadG54841	TrH2_TrispH2_002213
Tadh_TriadG54841	Hhon_g10482.t1
Hhon_g10482.t1	TrH2_TrispH2_002213
HoiH23_PlH23_007867	Tadh_TriadG55367
HoiH23_PlH23_007867	TrH2_TrispH2_004930
HoiH23_PlH23_007867	Hhon_g10492.t1
Tadh_TriadG55367	TrH2_TrispH2_004930
Tadh_TriadG55367	Hhon_g10492.t1
Hhon_g10492.t1	TrH2_TrispH2_004930
Tadh_TriadG23499	TrH2_TrispH2_004933
Tadh_TriadG23499	Hhon_g10495.t1
HoiH23_PlH23_007864	TrH2_TrispH2_004933
HoiH23_PlH23_007864	Hhon_g10495.t1
HoiH23_PlH23_007864	Tadh_TriadG23499
Hhon_g10495.t1	TrH2_TrispH2_004933
Tadh_wf_g4160	TrH2_TrispH2_004935
Tadh_wf_g4160	Hhon_g10497.t1
Hhon_g10497.t1	TrH2_TrispH2_004935
HoiH23_PlH23_007862	TrH2_TrispH2_004935
HoiH23_PlH23_007862	Hhon_g10497.t1
HoiH23_PlH23_007862	Tadh_wf_g4160
HoiH23_PlH23_007858	TrH2_TrispH2_004939
HoiH23_PlH23_007858	Hhon_g10501.t1
HoiH23_PlH23_007858	Tadh_TriadG24662
Tadh_TriadG24662	TrH2_TrispH2_004939
Tadh_TriadG24662	Hhon_g10501.t1
Hhon_g10501.t1	TrH2_TrispH2_004939
Tadh_TriadG55376	TrH2_TrispH2_004940
Tadh_TriadG55376	Hhon_g10502.t1
Hhon_g10502.t1	TrH2_TrispH2_004940
HoiH23_PlH23_007857	TrH2_TrispH2_004940
HoiH23_PlH23_007857	Hhon_g10502.t1
HoiH23_PlH23_007857	Tadh_TriadG55376
Tadh_TriadG60020	TrH2_TrispH2_011438
Tadh_TriadG60020	Hhon_g10512.t1
Hhon_g10512.t1	TrH2_TrispH2_011438
HoiH23_PlH23_005346	TrH2_TrispH2_011438
HoiH23_PlH23_005346	Hhon_g10512.t1
HoiH23_PlH23_005346	Tadh_TriadG60020
Hhon_g10514.t1	TrH2_TrispH2_009160
Tadh_TriadG60017	TrH2_TrispH2_009160
Tadh_TriadG60017	Hhon_g10514.t1
HoiH23_PlH23_005348	TrH2_TrispH2_009160
HoiH23_PlH23_005348	Hhon_g10514.t1
HoiH23_PlH23_005348	Tadh_TriadG60017
Tadh_TriadG60892	TrH2_TrispH2_008862
Tadh_TriadG60892	HoiH23_PlH23_008478
Tadh_TriadG60892	Hhon_g10520.t1
HoiH23_PlH23_008478	TrH2_TrispH2_008862
Hhon_g10520.t1	TrH2_TrispH2_008862
Hhon_g10520.t1	HoiH23_PlH23_008478
Hhon_g10521.t1	TrH2_TrispH2_008863
Hhon_g10521.t1	HoiH23_PlH23_008479
Tadh_TriadG60893	TrH2_TrispH2_008863
Tadh_TriadG60893	HoiH23_PlH23_008479
Tadh_TriadG60893	Hhon_g10521.t1
HoiH23_PlH23_008479	TrH2_TrispH2_008863
Hhon_g10522.t1	TrH2_TrispH2_008865
Hhon_g10522.t1	HoiH23_PlH23_008481
Tadh_wf_g9907	TrH2_TrispH2_008865
Tadh_wf_g9907	HoiH23_PlH23_008481
Tadh_wf_g9907	Hhon_g10522.t1
HoiH23_PlH23_008481	TrH2_TrispH2_008865
Tadh_TriadG61422	TrH2_TrispH2_003515
Tadh_TriadG61422	HoiH23_PlH23_007689
Tadh_TriadG61422	Hhon_g10551.t1
Hhon_g10551.t1	TrH2_TrispH2_003515
Hhon_g10551.t1	HoiH23_PlH23_007689
HoiH23_PlH23_007689	TrH2_TrispH2_003515
Tadh_TriadG61424	TrH2_TrispH2_003517
Tadh_TriadG61424	HoiH23_PlH23_007691
Tadh_TriadG61424	Hhon_g10553.t1
HoiH23_PlH23_007691	TrH2_TrispH2_003517
Hhon_g10553.t1	TrH2_TrispH2_003517
Hhon_g10553.t1	HoiH23_PlH23_007691
Hhon_g10558.t1	TrH2_TrispH2_003522
Hhon_g10558.t1	HoiH23_PlH23_007695
Tadh_TriadG61428	TrH2_TrispH2_003522
Tadh_TriadG61428	HoiH23_PlH23_007695
Tadh_TriadG61428	Hhon_g10558.t1
HoiH23_PlH23_007695	TrH2_TrispH2_003522
Tadh_TriadG61430	TrH2_TrispH2_003524
Tadh_TriadG61430	HoiH23_PlH23_007697
Tadh_TriadG61430	Hhon_g10560.t1
Hhon_g10560.t1	TrH2_TrispH2_003524
Hhon_g10560.t1	HoiH23_PlH23_007697
HoiH23_PlH23_007697	TrH2_TrispH2_003524
Hhon_g10561.t1	TrH2_TrispH2_003526
Hhon_g10561.t1	HoiH23_PlH23_007698
HoiH23_PlH23_007698	TrH2_TrispH2_003526
Tadh_TriadG61431	TrH2_TrispH2_003526
Tadh_TriadG61431	HoiH23_PlH23_007698
Tadh_TriadG61431	Hhon_g10561.t1
HoiH23_PlH23_007699	TrH2_TrispH2_003527
Hhon_g10562.t1	TrH2_TrispH2_003527
Hhon_g10562.t1	HoiH23_PlH23_007699
Tadh_TriadG51055	TrH2_TrispH2_003527
Tadh_TriadG51055	HoiH23_PlH23_007699
Tadh_TriadG51055	Hhon_g10562.t1
HoiH23_PlH23_009721	TrH2_TrispH2_000427
HoiH23_PlH23_009721	Hhon_g10568.t1
HoiH23_PlH23_009721	Tadh_TriadG59843
Tadh_TriadG59843	TrH2_TrispH2_000427
Tadh_TriadG59843	Hhon_g10568.t1
Hhon_g10568.t1	TrH2_TrispH2_000427
Tadh_TriadG59842	TrH2_TrispH2_000425
Tadh_TriadG59842	Hhon_g10569.t1
Hhon_g10569.t1	TrH2_TrispH2_000425
HoiH23_PlH23_009720	TrH2_TrispH2_000425
HoiH23_PlH23_009720	Hhon_g10569.t1
HoiH23_PlH23_009720	Tadh_TriadG59842
Tadh_TriadG60532	TrH2_TrispH2_006185
Tadh_TriadG60532	Hhon_g10578.t1
HoiH23_PlH23_007203	TrH2_TrispH2_006185
HoiH23_PlH23_007203	Hhon_g10578.t1
HoiH23_PlH23_007203	Tadh_TriadG60532
Hhon_g10578.t1	TrH2_TrispH2_006185
HoiH23_PlH23_009759	TrH2_TrispH2_006190
HoiH23_PlH23_009759	Hhon_g10583.t1
HoiH23_PlH23_009759	Tadh_TriadG31186
Hhon_g10583.t1	TrH2_TrispH2_006190
Tadh_TriadG31186	TrH2_TrispH2_006190
Tadh_TriadG31186	Hhon_g10583.t1
Hhon_g10584.t1	TrH2_TrispH2_006191
HoiH23_PlH23_009760	TrH2_TrispH2_006191
HoiH23_PlH23_009760	Hhon_g10584.t1
HoiH23_PlH23_009760	Tadh_TriadG38286
Tadh_TriadG38286	TrH2_TrispH2_006191
Tadh_TriadG38286	Hhon_g10584.t1
Hhon_g10607.t1	HoiH23_PlH23_011404
Hhon_g10607.t1	TrH2_TrispH2_010421
TrH2_TrispH2_010421	HoiH23_PlH23_011404
Tadh_TriadG60700	HoiH23_PlH23_011404
Tadh_TriadG60700	TrH2_TrispH2_010421
Tadh_TriadG60700	Hhon_g10607.t1
HoiH23_PlH23_007819	TrH2_TrispH2_010423
HoiH23_PlH23_007819	Hhon_g10609.t1
HoiH23_PlH23_007819	Tadh_TriadG31319
Tadh_TriadG31319	TrH2_TrispH2_010423
Tadh_TriadG31319	Hhon_g10609.t1
Hhon_g10609.t1	TrH2_TrispH2_010423
Hhon_g10614.t1	HoiH23_PlH23_008838
Hhon_g10614.t1	TrH2_TrispH2_010926
TrH2_TrispH2_010926	HoiH23_PlH23_008838
Hhon_g10618.t1	HoiH23_PlH23_008842
Hhon_g10618.t1	TrH2_TrispH2_010986
TrH2_TrispH2_010986	HoiH23_PlH23_008842
Hhon_g10619.t1	HoiH23_PlH23_008843
Hhon_g10619.t1	TrH2_TrispH2_010987
TrH2_TrispH2_010987	HoiH23_PlH23_008843
TrH2_TrispH2_010992	HoiH23_PlH23_008846
Hhon_g10623.t1	HoiH23_PlH23_008846
Hhon_g10623.t1	TrH2_TrispH2_010992
Tadh_wf_g10017	HoiH23_PlH23_009073
Tadh_wf_g10017	TrH2_TrispH2_010523
Tadh_wf_g10017	Hhon_g10629.t1
TrH2_TrispH2_010523	HoiH23_PlH23_009073
Hhon_g10629.t1	HoiH23_PlH23_009073
Hhon_g10629.t1	TrH2_TrispH2_010523
Hhon_g10641.t1	TrH2_TrispH2_003225
HoiH23_PlH23_004994	TrH2_TrispH2_003225
HoiH23_PlH23_004994	Hhon_g10641.t1
HoiH23_PlH23_004994	Tadh_TriadG57142
Tadh_TriadG57142	TrH2_TrispH2_003225
Tadh_TriadG57142	Hhon_g10641.t1
HoiH23_PlH23_004989	TrH2_TrispH2_003230
HoiH23_PlH23_004989	Hhon_g10645.t1
HoiH23_PlH23_004989	Tadh_TriadG26147
Hhon_g10645.t1	TrH2_TrispH2_003230
Tadh_TriadG26147	TrH2_TrispH2_003230
Tadh_TriadG26147	Hhon_g10645.t1
Tadh_TriadG57148	TrH2_TrispH2_003232
Tadh_TriadG57148	Hhon_g10646.t1
Hhon_g10646.t1	TrH2_TrispH2_003232
HoiH23_PlH23_004988	TrH2_TrispH2_003232
HoiH23_PlH23_004988	Hhon_g10646.t1
HoiH23_PlH23_004988	Tadh_TriadG57148
Tadh_TriadG55174	HoiH23_PlH23_004549
Tadh_TriadG55174	TrH2_TrispH2_001674
Tadh_TriadG55174	Hhon_g10678.t1
Hhon_g10678.t1	HoiH23_PlH23_004549
Hhon_g10678.t1	TrH2_TrispH2_001674
TrH2_TrispH2_001674	HoiH23_PlH23_004549
Tadh_TriadG55163	HoiH23_PlH23_004558
Tadh_TriadG55163	TrH2_TrispH2_010732
Tadh_TriadG55163	Hhon_g10686.t1
TrH2_TrispH2_010732	HoiH23_PlH23_004558
Hhon_g10686.t1	HoiH23_PlH23_004558
Hhon_g10686.t1	TrH2_TrispH2_010732
Tadh_TriadG55162	HoiH23_PlH23_004559
Tadh_TriadG55162	TrH2_TrispH2_010731
Tadh_TriadG55162	Hhon_g10687.t1
TrH2_TrispH2_010731	HoiH23_PlH23_004559
Hhon_g10687.t1	HoiH23_PlH23_004559
Hhon_g10687.t1	TrH2_TrispH2_010731
HoiH23_PlH23_010745	TrH2_TrispH2_002850
HoiH23_PlH23_010745	Hhon_g10705.t1
HoiH23_PlH23_010745	Tadh_TriadG58329
Hhon_g10705.t1	TrH2_TrispH2_002850
Tadh_TriadG58329	TrH2_TrispH2_002850
Tadh_TriadG58329	Hhon_g10705.t1
Tadh_TriadG1010	TrH2_TrispH2_002849
Tadh_TriadG1010	Hhon_g10706.t1
Hhon_g10706.t1	TrH2_TrispH2_002849
HoiH23_PlH23_010746	TrH2_TrispH2_002849
HoiH23_PlH23_010746	Hhon_g10706.t1
HoiH23_PlH23_010746	Tadh_TriadG1010
Hhon_g10465.t1	TrH2_TrispH2_008892
Hhon_g10465.t1	TrH2_TrispH2_008893
Tadh_TriadG61704	TrH2_TrispH2_008892
Tadh_TriadG61704	Hhon_g10465.t1
Tadh_TriadG61704	Hhon_g10464.t1
Tadh_wf_g10770	Hhon_g10465.t1
Tadh_wf_g10770	Hhon_g10464.t1
Tadh_wf_g10770	TrH2_TrispH2_008893
Hhon_g10464.t1	TrH2_TrispH2_008892
Hhon_g10464.t1	TrH2_TrispH2_008893
HoiH23_PlH23_008054	Tadh_TriadG61704
HoiH23_PlH23_008054	TrH2_TrispH2_008892
HoiH23_PlH23_008054	Tadh_wf_g10770
HoiH23_PlH23_008054	TrH2_TrispH2_008893
HoiH23_PlH23_008055	TrH2_TrispH2_008889
HoiH23_PlH23_008055	TrH2_TrispH2_008890
HoiH23_PlH23_008055	TrH2_TrispH2_008888
HoiH23_PlH23_008055	Tadh_TriadG61701
HoiH23_PlH23_008055	Tadh_wf_g10766
HoiH23_PlH23_008055	Tadh_wf_g12095
HoiH23_PlH23_008055	Tadh_TriadG61702
HoiH23_PlH23_008055	Hhon_g10466.t1
Tadh_TriadG61701	Hhon_g10466.t1
Tadh_TriadG61701	TrH2_TrispH2_008888
Tadh_wf_g10766	TrH2_TrispH2_008889
Tadh_wf_g10766	Hhon_g10466.t1
Tadh_wf_g12095	TrH2_TrispH2_008889
Tadh_wf_g12095	Hhon_g10466.t1
Tadh_TriadG61702	TrH2_TrispH2_008890
Hhon_g10466.t1	TrH2_TrispH2_008889
Hhon_g10466.t1	TrH2_TrispH2_008888
HoiH23_PlH23_008057	TrH2_TrispH2_008885
Tadh_TriadG63972	TrH2_TrispH2_003734
Tadh_TriadG63972	Hhon_g10744.t1
HoiH23_PlH23_004334	TrH2_TrispH2_003734
HoiH23_PlH23_004334	Hhon_g10744.t1
HoiH23_PlH23_004334	Tadh_TriadG63972
Hhon_g10744.t1	TrH2_TrispH2_003734
HoiH23_PlH23_004341	TrH2_TrispH2_003722
HoiH23_PlH23_004341	Hhon_g10751.t1
HoiH23_PlH23_004341	Tadh_TriadG25641
Tadh_TriadG25641	TrH2_TrispH2_003722
Tadh_TriadG25641	Hhon_g10751.t1
Hhon_g10751.t1	TrH2_TrispH2_003722
HoiH23_PlH23_004342	TrH2_TrispH2_003721
HoiH23_PlH23_004342	Hhon_g10752.t1
HoiH23_PlH23_004342	Tadh_TriadG56870
Hhon_g10752.t1	TrH2_TrispH2_003721
Tadh_TriadG56870	TrH2_TrispH2_003721
Tadh_TriadG56870	Hhon_g10752.t1
Hhon_g10754.t1	TrH2_TrispH2_003719
Tadh_TriadG56868	TrH2_TrispH2_003719
Tadh_TriadG56868	Hhon_g10754.t1
HoiH23_PlH23_004344	TrH2_TrispH2_003719
HoiH23_PlH23_004344	Hhon_g10754.t1
HoiH23_PlH23_004344	Tadh_TriadG56868
Hhon_g10762.t1	TrH2_TrispH2_010270
HoiH23_PlH23_008422	TrH2_TrispH2_010270
HoiH23_PlH23_008422	Hhon_g10762.t1
HoiH23_PlH23_008422	Tadh_TriadG56771
